,ID,City,Restaurant,Average Cost for two,Aggregate rating,Votes,Cuisine,Address,Price Range
0,211,Bangalore,Tandoor Hut,600.0,4.4,100,"Biryani,Chinese,North Indian,South Indian","5Th Block, Koramangala, Bangalore",1
1,221,Bangalore,Tunday Kababi,600.0,4.1,100,"Mughlai,Lucknowi","5Th Block, Koramangala, Bangalore",1
2,246,Bangalore,Kim Lee,1300.0,4.4,100,Chinese,"Double Road, Jogupalya, Bangalore",2
3,248,Bangalore,New Punjabi Hotel,500.0,3.9,500,"North Indian,Punjabi,Tandoor,Chinese","80 Feet Road, Indiranagar, Bangalore",1
4,249,Bangalore,Nh8,700.0,4.0,50,"Rajasthani,Gujarati,North Indian,Snacks,Desserts,Beverages,Thalis,Chaat","80 Feet Road, Indiranagar, Bangalore",1
5,254,Bangalore,Treat,1600.0,4.5,100,"Mughlai,North Indian","100 Feet Road, Indiranagar, Bangalore",2
6,258,Bangalore,Chinita Real Mexican Food,2000.0,4.5,500,"Mexican,Beverages,Salads","Double Road, Indiranagar, Bangalore",3
7,263,Bangalore,Cupcake Noggins - Cakespastries And Desserts,300.0,4.3,100,"Desserts,British,Bakery,Pizzas,Snacks","4Th Block, Koramangala, Bangalore",1
8,267,Bangalore,Tea Brew,700.0,4.1,100,"American,Italian,Beverages,Continental,Chinese,Pastas,Pizzas,Fast Food","Double Road, Domlur, Bangalore",1
9,308,Bangalore,Bangaliana,600.0,4.0,500,Bengali,"7Th Block, Koramangala, Bangalore",1
10,435,Bangalore,Bamey'S Restro Cafe,800.0,4.4,100,"Chinese,Thai,Nepalese","5Th Block, Koramangala, Bangalore",1
11,446,Bangalore,Altaf'S Chillies Restaurants,500.0,4.3,500,"North Indian,Chinese","Cooke Town, Cooke Town, Bangalore",1
12,453,Bangalore,Chichabas Taj,1064.0,4.2,100,"Mughlai,North Indian,Biryani","Mm Road, Pulikeshi Nagar, Bangalore",2
13,464,Bangalore,Urban Solace,1000.0,2.9,80,"American,Continental","Ulsoor Lake, Sivanchetti Gardens, Bangalore",2
14,504,Bangalore,Kaati Zone Rolls & Wraps,300.0,4.3,100,"Fast Food,Beverages,Bengali,Biryani,Indian,North Indian,Snacks,Street Food","Domlur Layout, Kodihalli, Bangalore",1
15,604,Bangalore,Aalishan Restaurant & Caterer,580.0,4.3,100,"Mughlai,North Indian","7Th Block, Koramangala, Bangalore",1
16,608,Bangalore,Kerala Pavilion,600.0,4.1,100,"Kerala,Seafood","Domlur Layout, Domlur, Bangalore",1
17,621,Bangalore,Kitchen Of Joy,500.0,4.4,100,"Bengali,Fast Food,Chinese","Domlur, Indiranagar, Bangalore",1
18,1050,Bangalore,Nagarjuna Chimney,1600.0,4.2,1000,"Seafood,Andhra,Biryani,South Indian,Combo,Desserts,Beverages","3Rd Block, Jayanagar, Bangalore",2
19,1299,Hyderabad,So. The Sky Kitchen,1600.0,2.9,80,"Mughlai,North Indian,Chinese,Thai,Asian","Near Apollo Health City Gate, Film Nagar, Hyderabad",2
20,1304,Bangalore,Esplanade,2400.0,4.3,100,"Mughlai,Bengali","I Indirangar, Indiranagar, Bangalore",3
21,1457,Bangalore,Hotel New Karavali,500.0,3.8,100,"North Indian,Chinese,South Indian","Bsk 1St Stage, Banashankari, Bangalore",1
22,1547,Hyderabad,Dine Hill,800.0,4.1,500,"Arabian,Biryani,North Indian,Chinese","Ahmed Nagar, Masab Tank, Hyderabad",1
23,1590,Hyderabad,Sarvi Restaurant,800.0,4.1,5000,"Biryani,Tandoor,Chinese,Indian,Desserts,Kebabs,Mughlai","Road 11, Banjara Hills, Hyderabad",1
24,1593,Hyderabad,Sarvi Bakery,500.0,4.1,100,"Desserts,Fast Food,Bakery","Opposite Care Hospital Road 11 Banjara Hills, Banjara Hills, Hyderabad",1
25,1609,Mumbai,Kung Fu Panda,1200.0,4.3,100,Chinese  Thai  Asian,"Marol, Andheri East, Mumbai",2
26,1617,Mumbai,Kosho,600.0,4.2,100,"Mughlai,North Indian,Chinese,Seafood,Italian","Chandivali, Powai, Mumbai",1
27,1844,Hyderabad,Chinese Pavilion,1700.0,4.3,500,"Chinese,Seafood","Nagarjuna Circle, Punjagutta, Hyderabad",2
28,1848,Hyderabad,Chef Inam'S Steak House,2400.0,4.2,100,"Steakhouse,American","Sri Ram Nagar Colony Banjara Hills, Banjara Hills, Hyderabad",3
29,1874,Bangalore,Mamagoto,1800.0,4.2,100,"Chinese,Asian,Pan-Asian,Thai,Oriental","Mamagoto, Indiranagar, Bangalore",2
30,1884,Mumbai,Hakka Express,600.0,4.0,100,"Chinese,Asian,Thai","Narayan Plaza, Powai, Mumbai",1
31,2008,Bangalore,The Brekkie Shop - All Day Menu,400.0,4.3,500,"British,Italian,Indian,Chinese,South Indian,North Indian,Desserts","1St Stage, Indiranagar, Bangalore",1
32,2042,Pune,Juice Destination,400.0,4.2,500,"Thalis,North Indian,Punjabi,Beverages","Iti Road Aundh, Aundh, Pune",1
33,2047,Pune,Hyderabadi Spice,800.0,4.2,1000,"Biryani,Mughlai,North Indian,Chinese","Parihar Chowk, Aundh, Pune",1
34,2102,Pune,Cafe Peterdonuts,800.0,4.1,50,"Continental,Desserts","Gaikwad Nagar, Aundh, Pune",1
35,2250,Pune,Karolbaug,1500.0,4.1,50,"Mughlai,North Indian,Chinese,Biryani","Sakal Nagar, Baner, Pune",2
36,2312,Mumbai,The Punjabi'S Kitchen,1000.0,4.4,500,North Indian,"Guru Hargobindji Marg  Andheri East, Powai Area, Mumbai",2
37,2344,Hyderabad,Aangan - Yatri Nivas,1000.0,4.1,100,North Indian  South Indian,"S P Road, Ramgopalpet, Hyderabad",2
38,2348,Hyderabad,Bluefox,1600.0,4.2,1000,Biryani  North Indian  Chinese  Tandoor,"Sd Road, Kalasiguda, Hyderabad",2
39,2516,Pune,Taaareef,2200.0,4.4,100,"Mughlai,North Indian,Seafood,Biryani","Iti Road, Aundh, Pune",3
40,2770,Hyderabad,Flavours Of Taj Mahal Hotel,600.0,4.2,1000,North Indian  Chinese  Desserts  Continental  South Indian,"Sd Road, Kalasiguda, Hyderabad",1
41,2776,Hyderabad,Ohri'S Eatmor,1200.0,4.2,500,"Ice Cream,Beverages,Desserts,Chaat,Italian","New Mla Quarters, Adarsh Nagar, Hyderabad",2
42,2777,Hyderabad,Ohri'S Ming'S Court,1000.0,4.0,1000,Chinese,"New Mla Quarters, Adarsh Nagar, Hyderabad",2
43,2795,Hyderabad,Minerva Coffee Shop,1000.0,4.3,1000,"South Indian,North Indian,Chinese","Himayath Nagar Road, Himayatnagar, Hyderabad",2
44,2796,Hyderabad,Bluefox,1600.0,4.1,1000,"Biryani,North Indian,Chinese,Tandoor","Himayath Nagar Road, Himayatnagar, Hyderabad",2
45,2811,Bangalore,Art Of Delight,500.0,4.6,100,"Ice Cream,Desserts,Beverages","Residency Road, Ashok Nagar, Bangalore",1
46,2820,Bangalore,Khan Saheb Grills And Rolls,600.0,4.3,50,"Tandoor,Mughlai,North Indian,Kebabs","Kamaraj Road, Commercial Street, Bangalore",1
47,2824,Bangalore,Fanoos,600.0,4.2,500,"Biryani,Tandoor,Kebabs,Barbecue,Fast Food","Hosur Road, Richmond Town, Bangalore",1
48,2827,Bangalore,In Wok,1000.0,4.3,100,Chinese,"Richmond, Richmond Town, Bangalore",2
49,2832,Bangalore,Lakeview Milkbar,900.0,4.1,100,"Desserts,Ice Cream,Bakery,Fast Food","Mg Road, Ashok Nagar, Bangalore",1
50,2839,Bangalore,C Sharp Kitchen,600.0,2.9,80,"Chinese,Continental,Fast Food","Church Street, Ashok Nagar, Bangalore",1
51,2840,Bangalore,Roomali,2000.0,4.4,100,"North Indian,Indian","Church Street, Ashok Nagar, Bangalore",3
52,2843,Bangalore,Tadka Singh,600.0,4.2,100,"Punjabi,North Indian","Church Street, Ashok Nagar, Bangalore",1
53,2914,Bangalore,Bheemas,1100.0,4.3,100,Andhra,"Church Street, Ashok Nagar, Bangalore",2
54,2915,Bangalore,Watson'S,900.0,2.9,80,Fast Food,"1St Main Road, Vasanth Nagar, Bangalore",1
55,2964,Mumbai,Sai Leela,1000.0,4.2,20,"Mughlai,North Indian,Chinese,Seafood","Andheri East, Andheri East, Mumbai",2
56,3007,Kolkata,Tandoori Darbar,1000.0,4.4,100,"North Indian,Chinese,Tandoor,Biryani,Beverages,Desserts","Hazra Road, Bhowanipore, Kolkata",2
57,3010,Kolkata,Ballygunge Dhaba,1000.0,4.3,500,"North Indian,Biryani,Chinese","Ballygunge, Ballygunge, Kolkata",2
58,3018,Kolkata,Tero Parbon,1000.0,4.3,100,Bengali,"Purna Das Road Hindustan Park, Gariahat, Kolkata",2
59,3020,Kolkata,Wise Owl The Coffee Shop,1400.0,4.3,100,"Continental,American,Cafe","Purnadas Road, Ballygunge, Kolkata",2
60,3022,Kolkata,Aminia Restaurant- Golpark,1000.0,4.3,1000,"Biryani,Mughlai,North Indian,Indian,Kebabs,Tandoor","Ballygunge Gardens, Gariahat, Kolkata",2
61,3025,Kolkata,Bedouin - Sher E Bengal,1000.0,2.9,80,"North Indian,Chinese,Bengali","Gariahat Road Gariahat, Gariahat, Kolkata",2
62,3031,Kolkata,Sharma Dhaba,600.0,4.2,1000,North Indian  Fast Food  Tandoor  Biryani  Kebabs  Snacks  Chinese,"Ballygunge Circular Road  Ballygunge Maidan Camp  Ballygunge, Ballygunge, Kolkata",1
63,3063,Bangalore,Kund Indian Barbeque,400.0,4.2,100,"Mughlai,North Indian,Biryani,Kebabs,Desserts","1St Stage, Indiranagar, Bangalore",1
64,3071,Kolkata,Jai Hind Dhaba,1000.0,4.3,1000,"North Indian,Indian,Tandoor,Kebabs,Punjabi,Home Food,Chinese","Sarat Bose Road Paddapukur, Bhowanipore, Kolkata",2
65,3074,Kolkata,Tamarind,2200.0,4.4,100,"North Indian,South Indian","Sarat Bose Road Desapriya Park, Kalighat, Kolkata",3
66,3207,Bangalore,Pathaan Sir,600.0,4.2,100,Fast Food,"Coles Road, Pulikeshi Nagar, Bangalore",1
67,3265,Bangalore,Chaipatty,400.0,3.9,50,"Fast Food,Beverages,Pizzas,Street Food,Snacks","Hanumanthanagar, Indiranagar, Bangalore",1
68,3279,Mumbai,5 Spice,2200.0,4.2,500,"Chinese,Desserts","Powai Area, Powai Area, Mumbai",3
69,3324,Hyderabad,Srikanya,500.0,4.1,1000,"Andhra,Seafood","Punjagutta Road, Punjagutta, Hyderabad",1
70,3326,Mumbai,Cafe Vrindavan,1000.0,4.3,100,"North Indian,Chinese,South Indian","Sion Station, Sion, Mumbai",2
71,3329,Mumbai,Ramdeo,900.0,4.0,500,"North Indian,Chinese,South Indian,Fast Food","Sion Station, Mumbai, Mumbai",1
72,3331,Mumbai,Shabari,800.0,3.9,100,"North Indian,South Indian,Fast Food","Sion West, Mumbai, Mumbai",1
73,3332,Bangalore,The Purple Pan,800.0,4.1,1000,"Mughlai,North Indian,Chinese,Arabian","Dr. Rajkumar Road, Rajajinagar, Bangalore",1
74,3350,Bangalore,Moriz Nano,1000.0,2.9,80,"North Indian,Chinese,Biryani,Seafood","Lakeview, Pulikeshi Nagar, Bangalore",2
75,3369,Bangalore,Truffles,900.0,4.5,1000,"American,Desserts,Continental,Italian","St. Marks Road, Ashok Nagar, Bangalore",1
76,3439,Kolkata,The Grub Club,800.0,4.3,1000,"Italian,Chinese,Thai","Golpark, Golpark, Kolkata",1
77,3454,Bangalore,Lazeez,1000.0,4.2,500,"North Indian,Mughlai","5Th Block, Koramangala, Bangalore",2
78,3531,Pune,Marrakesh,600.0,4.0,100,"Lebanese,North Indian,Afghani,Mughlai,Combo,Biryani,Kebabs,Mediterranean,Arabian,Middle Eastern,Desserts","Fc Road, Shivajinagar, Pune",1
79,3549,Hyderabad,Keshav Reddy Sweets,300.0,4.2,500,"Sweets,Bakery,Desserts,Fast Food,Street Food,Chaat","Road No 2, Banjara Hills, Hyderabad",1
80,3813,Kolkata,Kimli,1200.0,4.4,100,"Chinese,Seafood","Purnadas Road, Gariahat, Kolkata",2
81,3830,Pune,Prem'S,2400.0,4.2,100,"North Indian,Chinese,Continental,Asian,Desserts,Beverages","Koregaon Park, Koregaon Park, Pune",3
82,3835,Pune,The Chocolate Room,900.0,2.9,80,"Desserts,Continental,Fast Food","Fc Road, Deccan Gymkhana, Pune",1
83,3855,Pune,Uncle'S Chinese,700.0,4.1,1000,"Chinese,Thai,Malaysian","Koregaon Park, Koregaon Park, Pune",1
84,3889,Bangalore,House Of Kebab'S,1000.0,3.7,50,"North Indian,Chinese,Biryani","Rv Road, Jayanagar, Bangalore",2
85,3914,Hyderabad,Oh So Stoned,600.0,3.9,100,Ice Cream  Desserts,"Vikrampuri Colony, Karkhana, Hyderabad",1
86,4051,Pune,Zest Cafe Bar,500.0,4.2,20,"Chinese,Fast Food","Ideal Chambers  Kothrud, Kothrud, Pune",1
87,4064,Pune,Seven - Shawarma And Burgers,500.0,3.9,100,"Lebanese,Fast Food,Snacks,Arabian","Koregaon Park, Koregaon Park, Pune",1
88,4086,Pune,Rushhrs,500.0,4.3,100,"Salads,Healthy Food","Karishma Housing Society, Kothrud, Pune",1
89,4087,Pune,Aroma'S Hyderabad House - Karve Road,800.0,4.2,500,"Biryani,Mughlai,North Indian,Chinese","Karve Road, Erandwane, Pune",1
90,4138,Hyderabad,Grand Hotel,600.0,4.1,10000,"Biryani,Tandoor,Chinese,Indian,Kebabs,Desserts","Abids Road, Koti, Hyderabad",1
91,4188,Hyderabad,Tipsy Topsy,500.0,3.7,500,Chinese  Italian  Desserts  Bakery  Fast Food,"Dilsukhnagar Main Road, Dilsukhnagar, Hyderabad",1
92,4248,Hyderabad,Hotel Swagath Grand - Dhanturi Group Of Hotels,600.0,3.9,1000,"Biryani,Chinese,South Indian,North Indian,Tandoor","Alkapuri X Roads, Nagole, Hyderabad",1
93,4252,Hyderabad,Hotel Sitara Grand - Dhanturi Group Of Hotels,600.0,3.8,1000,"Biryani,Chinese,South Indian,North Indian,Tandoor","L B Nagar, Chandrapuri Colony, Hyderabad",1
94,4256,Hyderabad,Nakshatra Inn Multi Cuisine Restaurant,600.0,3.8,100,"Biryani,Chinese,North Indian,South Indian","Lakshmi Nagar Colony, Kothapet, Hyderabad",1
95,4320,Hyderabad,Mehfil,600.0,3.9,10000,"Biryani,Tandoor,Chinese,Indian,Kebabs,Desserts","Narayanguda, Narayanguda, Hyderabad",1
96,4338,Pune,The Burger Barn Cafe,600.0,4.1,100,"American,Fast Food","Ghole Road, Fc Road, Pune",1
97,4429,Kolkata,Sip & Sandwich,600.0,2.9,80,Pastas  Beverages  Fast Food,"Park Street, Park Street Area, Kolkata",1
98,4430,Kolkata,Shiraz Golden Restaurant,1000.0,4.4,1000,"Biryani,Mughlai,North Indian,Indian,Kebabs,Tandoor","Park Street, Beniapukur, Kolkata",2
99,4484,Kolkata,Mocambo,3000.0,4.4,1000,"North Indian,Biryani,Continental,Italian","Park Street, Park Street Area, Kolkata",3
100,4558,Kolkata,The Scoop,800.0,4.1,100,"North Indian,Chinese,South Indian,Fast Food","Sector 1, Bidhannagar, Kolkata",1
101,4565,Kolkata,Kaafila,3200.0,3.9,50,"Mughlai,North Indian","Sector 1, Bidhannagar, Kolkata",4
102,4587,Kolkata,Ranjan'S,400.0,4.2,100,"North Indian,Chinese","Sector 3, Bidhannagar, Kolkata",1
103,4599,Kolkata,Balle Balle Dhaba,1000.0,4.1,1000,"North Indian,Punjabi,Biryani","Sector 1, Bidhannagar, Kolkata",2
104,4600,Kolkata,Le Coffee Creme,1200.0,3.9,50,"Combo,Chinese,Continental,Italian,Fast Food,Mexican","Sector 1, Bidhannagar, Kolkata",2
105,4614,Hyderabad,Crystal Restaurant,700.0,3.9,1000,"Biryani,North Indian,Chinese","Rtc X Roads, Himayatnagar, Hyderabad",1
106,4650,Hyderabad,Bawarchi,600.0,3.9,10000,"Biryani,Tandoor,Chinese,Indian,Desserts,Kebabs,Mughlai","Rtc X Roads, New Nallakunta, Hyderabad",1
107,4739,Bangalore,The Grill House - Steaks & Sizzlers,2200.0,4.2,100,"American,Steakhouse,Italian,Mexican,Continental,Mediterranean,Desserts,Grill,Salads,Pastas,Pizzas,Lebanese","Kensington Point, Sivanchetti Gardens, Bangalore",3
108,4774,Hyderabad,Us Pizza,400.0,3.2,20,"Italian,Pizzas,Fast Food,Beverages,Desserts","O.U Road, Adikmet, Hyderabad",1
109,4776,Hyderabad,Surabhi Grand,600.0,4.0,500,"Mughlai,North Indian,Chinese,Seafood","Tilaknagar, Amberpet, Hyderabad",1
110,4781,Hyderabad,Bluedragon By Mandilicious,600.0,4.2,20,Chinese,"Himayathnagar, Himayatnagar, Hyderabad",1
111,4783,Hyderabad,Frosty Den,400.0,2.2,20,"Ice Cream,Pizzas,Fast Food,Beverages,Desserts","O.U Road, Adikmet, Hyderabad",1
112,4810,Hyderabad,Sitara Grand - Nizami Pakwaan,600.0,3.6,100,"Biryani,Chinese,South Indian,North Indian,Tandoor","Road No 12, Banjara Hills, Hyderabad",1
113,4841,Pune,Cheesiano Pizza,1000.0,3.9,100,"Italian,Pizzas,Fast Food","Karvenagar, Karve Nagar, Pune",2
114,4853,Bangalore,Venus Biryani,400.0,4.1,500,Biryani,"3Rd Cross, Domlur, Bangalore",1
115,4956,Mumbai,Rj Spice,900.0,4.1,20,Chinese  Thai  Fast Food,"Jb Nagar  Andheri East, Andheri East, Mumbai",1
116,5107,Pune,Blue Nile,2000.0,4.2,1000,"Biryani,Mughlai,Tandoor,Chinese,Desserts,Ice Cream,Beverages","Bund Garden Road, Agarkar Nagar, Pune",3
117,5119,Pune,Arthur'S Theme,1600.0,4.3,100,"Italian,European","Lane No 6 Opp Cosmos Bank Kp, Koregaon Park, Pune",2
118,5120,Pune,Carnival Restaurant & Bar,2000.0,4.2,100,"North Indian,Chinese,Seafood,Continental","Mundhwa Road Kp, Mundhwa, Pune",3
119,5139,Pune,Smokin' Joe'S,800.0,4.0,50,"American,Fast Food","Jm Road, Shivajinagar, Pune",1
120,5150,Pune,Chai - The Way You Like It,500.0,4.0,50,Fast Food,"Salunkhe Vihar Road, Mohammed Wadi, Pune",1
121,5157,Pune,Mainland China,1700.0,4.4,100,"Chinese,Oriental,Thai,Pan-Asian,Seafood,Asian,Desserts","Pyramid Mall, Shivajinagar, Pune",2
122,5172,Mumbai,Theobroma,1600.0,4.7,500,"Desserts,Bakery,Beverages","Bandra Area, Bandra Area, Mumbai",2
123,5208,Delhi,Deli 63,800.0,2.9,80,"Street Food,Fast Food","Punjabi Bagh, Paschim Vihar, Delhi",1
124,5221,Bangalore,Food Paradise,652.0,3.9,100,"Mughlai,North Indian,Chinese,Fast Food","Malleshwaram, Malleshwaram, Bangalore",1
125,5247,Bangalore,Corner House Ice Cream,500.0,4.7,1000,"Ice Cream,Desserts","Residency Road, Ashok Nagar, Bangalore",1
126,5251,Kolkata,Bachan'S Dhaba,500.0,4.3,5000,"North Indian,Chinese","Near Kalighat Metro Rash Behari Avenue, Kalighat, Kolkata",1
127,5255,Kolkata,Mainland China,1700.0,4.5,100,"Chinese,Oriental,Thai,Pan-Asian,Seafood,Asian,Desserts","Ballygunge, Ballygunge, Kolkata",2
128,5285,Hyderabad,Chicha'S,400.0,3.8,500,"Biryani,Hyderabadi,Indian,Street Food","P & T Officers Colony, Lakdikapul, Hyderabad",1
129,5297,Pune,Le Plaisir,2000.0,4.5,500,"Italian,Continental,European,Desserts","Prabhat Road Deccan, Deccan Gymkhana, Pune",3
130,5370,Pune,Cafe Goodluck,400.0,4.4,100,"North Indian,Fast Food,Biryani,Cafe,Snacks,Beverages,Bakery","Shivajinagar, Deccan Gymkhana, Pune",1
131,5408,Pune,George Restaurant,1200.0,4.3,1000,"North Indian,Chinese,Biryani,Mughlai,Parsi,Fast Food","East Street, Camp, Pune",2
132,5496,Pune,Marzorin,400.0,4.4,1000,"Fast Food,Bakery,Beverages,Snacks,Desserts","Mg Road, Camp, Pune",1
133,5504,Mumbai,Monica Chinese Fast Food,700.0,3.9,50,Chinese,"Antop Hill, Antop Hill, Mumbai",1
134,5538,Hyderabad,Kinara Grand,1500.0,3.9,1000,"North Indian,Chinese,Biryani","Ashta Laxmi Temple, Kothapet, Hyderabad",2
135,5549,Bangalore,Dal Roti Sabji,300.0,4.5,100,North Indian,"80Ft Road, New Tippasandra, Bangalore",1
136,5573,Bangalore,Mainland China,1700.0,4.3,100,"Chinese,Oriental,Thai,Pan-Asian,Seafood,Asian,Desserts","Church Street, Ashok Nagar, Bangalore",2
137,5582,Bangalore,Shezan,1200.0,4.3,100,"North Indian,Chinese,Continental,Mughlai","Cunnigham Road, Vasanth Nagar, Bangalore",2
138,5596,Bangalore,Dolci Desserts,1200.0,4.5,50,"Desserts,Pastas","Cunnigham Road, Vasanth Nagar, Bangalore",2
139,5624,Pune,Subway,700.0,4.4,100,"Fast Food,Healthy Food,Salads,Snacks,Desserts,Beverages","Fc Road, Deccan Gymkhana, Pune",1
140,5691,Mumbai,Smoke House Deli,1200.0,4.4,100,"European,Italian,American,Pastas,Salads,Juices,Desserts,Combo","Bandra Area, Bandra Area, Mumbai",2
141,5743,Pune,Madinah,400.0,4.0,500,"Mughlai,North Indian,Chinese,Biryani","Poona College, Bhawani Peth, Pune",1
142,5802,Kolkata,First Innings - The Stadel Hotel,1600.0,4.5,20,"North Indian,Chinese,Continental","Sector 3, Bidhannagar, Kolkata",2
143,5862,Hyderabad,Meghacity,1000.0,4.4,1000,"North Indian,Chinese","Basheerbagh X Road, Basheer Bagh, Hyderabad",2
144,5878,Pune,Salad Grills,600.0,4.3,100,"Healthy Food,Salads,Fast Food,Continental,North Indian,Chinese","Hermes Parai, Kalyani Nagar, Pune",1
145,5882,Bangalore,Oh! Calcutta,1600.0,4.3,100,Bengali,"Church Street, Ashok Nagar, Bangalore",2
146,5893,Bangalore,Polar Bear,600.0,4.5,100,"Desserts,Fast Food","Vv Puram, Shankarapura, Bangalore",1
147,5908,Bangalore,Miller'S 46,2200.0,4.4,100,"Steakhouse,American,Continental","Cunnigham Road, Vasanth Nagar, Bangalore",3
148,5916,Bangalore,Carnival De Goa,1000.0,4.1,100,"Goan,Mangalorean,Kerala,South Indian,Seafood,Coastal,Continental","Kensington Point, Sivanchetti Gardens, Bangalore",2
149,5989,Kolkata,The Rouge,800.0,4.4,50,Desserts  Bakery,"Near Bishop'S College  Kolkata, Elgin, Kolkata",1
150,5994,Kolkata,The Darjeeling,1000.0,4.0,100,"Chinese,Nepalese,Tibetan","Near City Centre 1, Bidhannagar, Kolkata",2
151,6075,Delhi,London Grill Co,1000.0,4.0,1000,"American,Healthy Food,Fast Food,Continental,Salads,Beverages,Desserts","Paschim Vihar, Paschim Vihar, Delhi",2
152,6328,Mumbai,Mughal Fusions,600.0,3.9,100,"Mughlai,North Indian,Chinese,Seafood","Lbs Marg, Mumbai, Mumbai",1
153,6329,Mumbai,Mughal Darbaar,600.0,3.7,500,"Mughlai,North Indian,Chinese,Seafood","Lbs Marg, Kurla West, Mumbai",1
154,6332,Mumbai,Naaz Hotel,1500.0,4.1,500,"Mughlai,North Indian,Chinese","Kurla West, Saki Naka, Mumbai",2
155,6345,Chennai,Amaravathi,1300.0,4.2,100,"Indian,Chinese,Andhra,Tandoor","Cathedral Road, Teynampet, Chennai",2
156,6358,Chennai,Eatalica,1000.0,4.5,100,"Italian,American","Ra Puram, Nandanam, Chennai",2
157,6493,Bangalore,Kudla Beach,800.0,3.9,20,"North Indian,Chinese,Seafood,South Indian","Dr. Rajkumar Road, Rajajinagar, Bangalore",1
158,6518,Bangalore,Rolls Kitchen,400.0,4.4,500,Fast Food,"Shanthi Nagar, Langford Gardens, Bangalore",1
159,6577,Hyderabad,Zyqa Restaurant,400.0,4.0,500,"North Indian,Biryani,Chinese","Punjagutta, Punjagutta, Hyderabad",1
160,6585,Hyderabad,Sahara Bakers,400.0,3.8,500,"Bakery,Pizzas","Chikadpally, Himayatnagar, Hyderabad",1
161,6663,Mumbai,Mughal Dhaba,1000.0,4.0,20,"Mughlai,North Indian,Chinese","Lbs Marg Kurla West, Kurla West, Mumbai",2
162,6723,Pune,Spring Onion,1000.0,4.3,100,"Chinese,Thai,Pan-Asian,Seafood","Bhandarkar Road, Deccan Gymkhana, Pune",2
163,6745,Hyderabad,Tibbs Frankie,300.0,4.3,100,Snacks,"Hanuman Tekdi Road, Koti, Hyderabad",1
164,6775,Kolkata,Petuk,700.0,4.0,20,"Mughlai,Chinese,Fast Food","Near Sujata Sadan Theater Hazra, Kalighat, Kolkata",1
165,6850,Bangalore,Shanthi Sagar Grand,400.0,4.0,100,"North Indian,South Indian,Fast Food","Sampige Road, Malleshwaram, Bangalore",1
166,6851,Hyderabad,Agrawala Sweets,500.0,4.3,100,"Sweets,Fast Food","Jn Road, Abids, Hyderabad",1
167,6917,Mumbai,Eagle Boys Pizza,1200.0,3.7,100,Pizzas  Fast Food,"Chandivali, Powai, Mumbai",2
168,6924,Bangalore,Freshmenu,500.0,4.1,1000,"Chinese,Continental,Italian,Mediterranean,Thai,Lebanese,American,Asian,Beverages,Bakery,Biryani,Desserts,Mexican,North Indian,Salads,Pizzas","Aga Abdullah Street, Richmond Town, Bangalore",1
169,7002,Hyderabad,Angaara,500.0,3.9,100,"Indian,Chinese,Tandoor","Street 4, Himayatnagar, Hyderabad",1
170,7029,Mumbai,Golden Wave Restaurant,2000.0,2.9,80,"North Indian,Chinese,Continental","Santacruz East, Santacruz East, Mumbai",3
171,7199,Kolkata,Afraa Deli-Sector 1,1400.0,4.3,50,"Continental,Fast Food,Italian,Beverages","Sector 1, Bidhannagar, Kolkata",2
172,7204,Kolkata, Conclave At Afraa,1700.0,3.9,50,"Italian,Indian,Continental","Salt Lake City Centre, Bidhannagar, Kolkata",2
173,7341,Bangalore,Shiro,2800.0,4.4,100,"Japanese,Asian","Vittal Mallya Road, Ashok Nagar, Bangalore",3
174,7412,Hyderabad,Paradise Biryani,800.0,3.9,100,Biryani  North Indian  Chinese,"Imax Road, Khairtabad, Hyderabad",1
175,7415,Pune,Delhi Kitchen,600.0,4.0,100,"Tandoor,North Indian,Biryani,Beverages,Desserts","Dp Road, Aundh, Pune",1
176,7626,Delhi,Sethi Restaurant,600.0,4.0,1000,North Indian,"Pacific Mall, Vishnu Garden, Delhi",1
177,7674,Kolkata,Mama Mia! - Italian Ice Creams,400.0,4.7,100,Ice Cream Cakes  Desserts  Bakery  Sweets  Beverages,"Beleghata, Beleghata, Kolkata",1
178,7689,Kolkata,Buddha Bites-Jessore Road,600.0,3.7,1000,"Chinese,Asian,Fast Food,Snacks,Tibetan","Jessore Road, Lake Town, Kolkata",1
179,7776,Chennai,The Kati Roll Shop,500.0,4.3,1000,Street Food,"Cathedral Road, Gopalapuram, Chennai",1
180,7784,Mumbai,Asia Kitchen By Mainland China,1700.0,4.3,100,"Asian,Chinese,Oriental","Powai Area, Powai Area, Mumbai",2
181,7826,Chennai,Benjarong,3000.0,4.6,100,Thai,"Ttk Road, Alwarpet, Chennai",3
182,7828,Chennai,Kaaraikudi,1000.0,3.6,100,Chettinad,"Dr Radhakrishnan Salai, Mylapore, Chennai",2
183,7859,Delhi,Wok In The Clouds,3000.0,4.5,50,"North Indian,Chinese,Thai,Continental","Punjabi Bagh, Central Markt Punjabi Bagh, Delhi",3
184,7898,Kolkata,Crossroad Crystal - Golpark,700.0,4.1,50,"Indian,Chinese,Bengali","Golpark, Golpark, Kolkata",1
185,7940,Mumbai,99 East,600.0,2.9,80,North Indian  Chinese  Seafood,"Andheri East, Andheri East, Mumbai",1
186,8009,Pune,Saffron Multicuisine,800.0,4.5,20,"Mughlai,North Indian,Chinese,Seafood,Tandoor","Orange County Baner Pashan Link Road, Pashan, Pune",1
