,ID,City,Restaurant,Average Cost for two,Aggregate rating,Votes,Cuisine,Address,Price Range
4075,368032,Kolkata,Chowman,1400.0,4.4,1000,"Asian,Chinese,Thai,Pan-Asian","Burrabazar, Shyam Bazar, Kolkata",2
4076,368072,Chennai,Kev'S Abra'Kebab'Ra - The Kebab Shack,700.0,4.4,20,"Kebabs,Chinese,Tandoor,Grill","Nungambakkam, Nungambakkam, Chennai",1
4077,368251,Kolkata,Sir Oven O Bake,800.0,2.9,80,Pizzas,"South Kolkata, Kalighat, Kolkata",1
4078,368307,Hyderabad,New Handi Biryani,400.0,3.9,20,"Chinese,Biryani,Kebabs,South Indian,Beverages","Himayath Nagar, Kachiguda, Hyderabad",1
4079,368427,Bangalore,Btr - Bhatinda Tiffin Room,500.0,4.1,100,"North Indian,Thalis,Punjabi,Combo","Malleshwaram, Malleshwaram, Bangalore",1
4080,368434,Hyderabad,Sai Ganesh Tiffins,100.0,4.0,100,Street Food  South Indian,"Ameerpet, Ameerpet, Hyderabad",1
4081,368565,Chennai,Stone Age Bbq'S,900.0,2.9,80,"Indian,Chinese,Tandoor","Kodambakkam, Kodambakkam, Chennai",1
4082,368576,Bangalore,Chinese Trail,700.0,3.3,20,"Chinese,Thai,Seafood,Asian,Combo,Healthy Food,Beverages","Srinivasnagar Circle, Banashankari, Bangalore",1
4083,368585,Hyderabad,Burger Bros,400.0,4.0,100,Snacks,"Chikkadpally, Himayatnagar, Hyderabad",1
4084,368651,Chennai,The Tap House,800.0,2.9,80,"Chinese,Continental,Tandoor","T Nagar, T. Nagar, Chennai",1
4085,368721,Mumbai,Rhino Rolls - Mighty Big,600.0,4.0,20,Fast Food  Snacks  Indian  Beverages,"Bandra West, Khar West, Mumbai",1
4086,368887,Chennai,Coffee? Since 1999,1200.0,4.7,100,"Beverages,Continental,Italian,Desserts","Royapettah, Wallace Garden, Chennai",2
4087,368898,Kolkata,Foodland,1000.0,2.9,80,"Indian,Tandoor,Kebabs,Biryani,Chinese,Salads,Beverages","Burrabazar, Beleghata, Kolkata",2
4088,368923,Kolkata,Grill Ghar,400.0,2.9,80,Chinese,"Lake Town, Belgachia, Kolkata",1
4089,368949,Kolkata,Krishna Food,400.0,2.9,80,Paan  Sweets  Fast Food,"Lake Town, Lake Town, Kolkata",1
4090,368980,Pune,Yummy Chinese Cafe,560.0,2.9,80,Chinese,"Kalyani Nagar, Koregaon Park, Pune",1
4091,369003,Pune,Manali Cool Club,600.0,2.9,80,Beverages,"Swargate, Maharshi Nagar, Pune",1
4092,369008,Pune,Venky'S Chicken Xperience,800.0,2.9,80,"Chinese,Mughlai,Fast Food,Beverages","Bibwewadi, Camp, Pune",1
4093,369058,Mumbai,Toshin Chocolatier Patissier,2000.0,2.9,80,"Desserts,Ice Cream","Kurla, Chembur, Mumbai",3
4094,369079,Mumbai,Indo Chinese Korner,1600.0,2.9,80,"Indian,Tandoor,Pastas,Asian,Desserts","Sakinaka Junction, Saki Naka, Mumbai",2
4095,369124,Chennai,Cake Feast,600.0,4.4,100,"Desserts,Bakery","Kolathur, Perambur, Chennai",1
4096,369125,Chennai,Metro Cakes,600.0,4.5,20,Desserts,"Kolathur, Perambur, Chennai",1
4097,369152,Hyderabad,Pista House Bakery & Restaurant,600.0,4.1,1000,"North Indian,Biryani,Tandoor,Chinese","Kothapet & Dilsukhnagar, Moosarambagh, Hyderabad",1
4098,369174,Delhi,Tamba,800.0,4.0,100,"North Indian,Mughlai,Biryani,Kebabs,Desserts","Najafgarh Rd, Rajouri Garden, Delhi",1
4099,369202,Bangalore,Rumi,1000.0,4.0,100,"Indian,North Indian,Awadhi,Mughlai,Kebabs,Biryani","Indiranagar, Indiranagar, Bangalore",2
4100,369224,Kolkata,Uns Cafe & Dining,400.0,4.5,20,"Indian,Bengali,Kebabs,Snacks,Combo","South Kolkata, Gariahat, Kolkata",1
4101,369228,Delhi,Brown Munde,600.0,4.3,100,"Chinese,Italian,Snacks,Fast Food","Paschim Vihar, Paschim Vihar, Delhi",1
4102,369270,Bangalore,Shreyas Non Veg,800.0,2.9,80,Indian,"Malleshwaram, Guttahalli, Bangalore",1
4103,369448,Chennai,Atithi Restaurant,500.0,4.1,100,"Indian,Bengali","Nungambakkam, Gandhi Nagar, Chennai",1
4104,369497,Mumbai,Grill And Chill,400.0,4.4,20,"Fast Food,Snacks,Beverages,Juices,Chaat,Pizzas,Continental","Scruz Bandra East, Santacruz East, Mumbai",1
4105,369509,Hyderabad,Kung Pao Kitchen,600.0,4.1,100,Chinese,"Himayath Nagar, New Nallakunta, Hyderabad",1
4106,369520,Surat,Chotiwala Restuarant,400.0,2.9,80,Indian,"Rander, Sima Nagar, Surat",1
4107,369534,Hyderabad,Jai Bhavani Spicy Hot Fast Food Centre,200.0,3.8,100,"Street Food,Indian,Chinese","Chikkadpally, New Nallakunta, Hyderabad",1
4108,369642,Bangalore,Basaveshwar Khanavali,600.0,4.2,100,Indian,"Jayanagar, Jayanagar, Bangalore",1
4109,369743,Chennai,Fusion Kitchen,600.0,4.3,100,"Chinese,Beverages","Annanagar, Kilpauk, Chennai",1
4110,369795,Bangalore,Snack A Way By Itc Master Chef,900.0,4.0,20,"Fast Food,Mughlai,Lebanese,Chaat,Snacks,Desserts","Gate 4 Jeevanahalli Main Rd, Cox Town, Bangalore",1
4111,369949,Hyderabad,Arabesq - Kunafa & Shawarma,400.0,3.7,50,"Arabian,Lebanese,Beverages,Juices","Mehdipatnam, Toli Chowki, Hyderabad",1
4112,369953,Hyderabad,Burger Eat'S,600.0,2.9,80,"Snacks,Biryani,Fast Food","Kothapet & Dilsukhnagar, Huda Complex, Hyderabad",1
4113,369970,Hyderabad,Arancini,1400.0,3.6,100,"Pizzas,American,Italian,Snacks","Human Tekdi, Himayath Nagar, Hyderabad",2
4114,369997,Pune,Crazy Momos,400.0,4.2,50,"Fast Food,Beverages","Aundh, Aundh, Pune",1
4115,370009,Pune,Crazy Momos,400.0,4.5,100,"Chinese,Continental","Kothrud, Kothrud, Pune",1
4116,370024,Hyderabad,Sri Ganesh Fruit Juice,200.0,4.4,100,Street Food  Indian  Beverages,"Ameerpet, Ameerpet, Hyderabad",1
4117,370034,Chennai,The Smoothie Cult,320.0,2.9,80,"Beverages,Juices,South Indian","T Nagar, T. Nagar, Chennai",1
4118,370128,Kolkata,Breads And Curries,600.0,4.3,100,"Bengali,Combo,Thalis,Snacks,Beverages,American,Chinese,Oriental","South Kolkata, Golpark, Kolkata",1
4119,370144,Hyderabad,Patel'S Chips And Crisps,700.0,4.4,100,Indian,"Himayath Nagar, Kachiguda, Hyderabad",1
4120,370235,Ahmedabad,The Blue Oven,1200.0,4.2,20,"Pizzas,Italian,Desserts,Beverages,Continental","Navrangpura, Navrangpura, Ahmedabad",2
4121,370238,Hyderabad,The Indiway,1000.0,4.1,100,"North Indian,Biryani,Mughlai,Tandoor,Snacks","Human Tekdi, Koti, Hyderabad",2
4122,370258,Ahmedabad,The Black Olive,600.0,2.9,80,"Pizzas,Continental","Maninagar, Maninagar, Ahmedabad",1
4123,370293,Pune,Woods Only Chinese,300.0,3.2,20,Chinese,"Warje, Warje, Pune",1
4124,370318,Chennai,Khan Bhai Biriyani,560.0,4.1,100,"Biryani,Chinese","Perambur, Kodungaiyur, Chennai",1
4125,370337,Bangalore,Keventers - Milkshakes And Desserts,600.0,4.4,50,"Beverages,Ice Cream,Desserts,Healthy Food","Third Floor Garuda Mall, Central Bangalore, Bangalore",1
4126,370359,Delhi,Pa Pa Ya,1600.0,4.1,100,"Japanese,Pan-Asian,Thai,Sushi,Chinese","Najafgarh Road Block-Z, Rajouri Garden, Delhi",2
4127,370370,Delhi,Oye Chhotu,600.0,2.9,80,"Mughlai,North Indian,Tandoor","Rohini, Rohini, Delhi",1
4128,370418,Mumbai,Shri Laxmi Lunch Home,600.0,2.9,80,Indian,"Scruz Bandra East, Santacruz East, Mumbai",1
4129,370419,Bangalore,Hungry Burgers,600.0,2.9,80,"Continental,Fast Food","New Thippasandra Main Road, New Tippasandra, Bangalore",1
4130,370420,Bangalore,Kati Rolls Junction,600.0,3.3,20,Indian,"New Thippasandra Main Road, New Tippasandra, Bangalore",1
4131,370442,Bangalore,Araku Coffee,800.0,2.9,80,"Cafe,Beverages,Bakery,Continental,Desserts,Healthy Food,European","Indiranagar, Indiranagar, Bangalore",1
4132,370471,Kolkata,Cafe Stadia,560.0,2.9,80,"Oriental,Indian,Continental,Italian,Beverages","Salt Lake, Beleghata, Kolkata",1
4133,370527,Chennai,The Kathi Roll Jail,600.0,4.0,50,"Fast Food,Snacks","Vadapalani, Annamalai Colony, Chennai",1
4134,370573,Kolkata,A Little Happiness,500.0,2.9,80,Indian,"Lake Town, Baguiati, Kolkata",1
4135,370682,Surat,1441 Pizzeria,1600.0,3.7,20,"Italian,Pizzas,Pastas,Fast Food,Desserts,Beverages","Piplod, Vesu, Surat",2
4136,370690,Hyderabad,Rushty Reataurant Chat Sandwich And Juice,300.0,2.9,80,"Fast Food,Beverages,Juices","Nallakunta & Vidyanagar, Kavadiguda, Hyderabad",1
4137,370704,Bangalore,India Bistro,1500.0,4.4,100,"North Indian,Biryani,Kebabs,Indian,Mughlai,Seafood,Desserts,Beverages","Indiranagar, Indiranagar, Bangalore",2
4138,370720,Mumbai,Rv'S Juice And Snacks,400.0,2.9,80,"Juices,Snacks","Chembur, Chembur, Mumbai",1
4139,370900,Chennai,Jd Cafe,600.0,3.3,20,"Juices,Beverages,Snacks,Desserts","Royapettah, Gopalapuram, Chennai",1
4140,370913,Chennai,Metro Burger,700.0,4.2,20,Indian,"Perambur, Perambur, Chennai",1
4141,371085,Kolkata,Him Cream,400.0,2.9,80,"Ice Cream,Bakery,Desserts","Salt Lake, Tangra, Kolkata",1
4142,371156,Chennai,Hotel Friends Food Court,500.0,4.1,100,"South Indian,North Indian,Chinese","Peravallur, Peravallur, Chennai",1
4143,371203,Bangalore,Southern Soul Restaurant,500.0,4.1,100,South Indian,"Koramangala, Koramangala, Bangalore",1
4144,371242,Mumbai,China House Restaurant By Grand Hyatt Mumbai,3600.0,2.9,80,Chinese  Pan-Asian  Tibetan  Oriental  Mongolian,"Santacruz East, Santacruz East, Mumbai",4
4145,371249,Kolkata,Malatir Hesel,600.0,4.0,50,"Chinese,Biryani,Snacks,Combo,Seafood","Kestopur, Kestopur, Kolkata",1
4146,371351,Hyderabad,Andhra Meals,400.0,4.0,1000,South Indian,"Mehdipatnam, Mehdipatnam, Hyderabad",1
4147,371393,Chennai,The Cake Centre,600.0,4.3,50,Bakery,"Perambur, Perambur, Chennai",1
4148,371401,Pune,Shivsagar Pure Veg,600.0,2.9,80,"North Indian,Fast Food,Punjabi,Tandoor,Desserts,Ice Cream","Narhe, Vadgaon Budruk, Pune",1
4149,371595,Delhi,Momo Shomo,600.0,4.2,100,"Asian,Chinese,Tibetan,North Eastern,Beverages,Fast Food,Street Food","Rohini, Rohini, Delhi",1
4150,371652,Chennai,Mad Over Donuts,400.0,4.0,50,"Desserts,Sweets,Bakery","Purasaiwakkam, Purasaiwakkam, Chennai",1
4151,371678,Mumbai,Al-Baik.Com,600.0,2.9,80,"Beverages,Snacks,Pizzas","Kurlajarimari, Saki Naka, Mumbai",1
4152,371698,Mumbai,Jj. Waffle,500.0,4.0,20,Desserts  Bakery  Beverages,"Sakinaka, Powai, Mumbai",1
4153,371701,Delhi,Atrangi Food Cafe,500.0,2.9,80,"Chinese,Continental,Italian,Pastas,Pizzas","Rohini, Rohini, Delhi",1
4154,371702,Ahmedabad,Sapna Maggi & Pasta,400.0,2.9,80,Continental,"Navrangpura, University Area, Ahmedabad",1
4155,371795,Surat,Urban Chinese -By Urban Punjab,300.0,3.6,50,"Chinese,Snacks,Combo","Adajan, Adajan, Surat",1
4156,371799,Chennai,Big Show Restaurant,600.0,2.9,80,Indian,"Arumbakkam, Aminjikarai, Chennai",1
4157,371809,Hyderabad,Cake For You,500.0,4.4,20,"Bakery,Desserts","Kothapet & Dilsukhnagar, Nagole, Hyderabad",1
4158,371825,Bangalore,Sera'S Cuisine,600.0,4.2,20,"Indian,Biryani,Seafood","Koramangala, Koramangala, Bangalore",1
4159,371856,Pune,Punjabi Kitchen,500.0,2.9,80,"North Indian,Indian","Kothrud, Kothrud, Pune",1
4160,372027,Kolkata,Golden Platter,600.0,2.9,80,"Chinese,Indian,Salads,Beverages","Burrabazar, Tangra, Kolkata",1
4161,372149,Mumbai,Mughal Flavour Grand,1000.0,4.1,100,"North Indian,Mughlai,Chinese,Continental","Kurla, Kurla West, Mumbai",2
4162,372200,Mumbai,New Lajawaab Seekh Corner,400.0,4.3,100,Indian,"Kurla, Kurla, Mumbai",1
4163,372208,Delhi,Moonmoon - Juicy Crustwiches,600.0,4.3,100,"Fast Food,American,Snacks,Beverages","Rohini, Rohini, Delhi",1
4164,372279,Kolkata,Twisty,600.0,4.4,50,"Beverages,Ice Cream,Desserts","Salt Lake, Bidhannagar, Kolkata",1
4165,372310,Chennai,Cookie Man,400.0,2.9,80,"Australian,Bakery,Snacks","Royapettah, Thousand Lights, Chennai",1
4166,372329,Mumbai,Ivy Restaurant,3000.0,4.7,50,"Chinese,Seafood,Salads,Indian","Kurla, Chembur, Mumbai",3
4167,372429,Chennai,Cafe Dig In,1600.0,2.9,80,"Continental,Desserts,Beverages","Nungambakkam, Gandhi Nagar, Chennai",2
4168,372462,Pune,Shree Bedi'S Paratha House,500.0,3.6,20,"Chinese,North Indian","Dhankawadi, Dhankawadi, Pune",1
4169,372476,Surat,Mahakali Dal Bati,400.0,4.6,20,Rajasthani,"Adajan, Pal Gam, Surat",1
4170,372495,Hyderabad,The Burger Chefs,1000.0,2.9,80,"Pizzas,Fast Food,Beverages","Nagole X Road, Kothapet, Hyderabad",2
4171,372498,Mumbai,Roasters By Radisson Blu,800.0,2.9,80,"Indian,Chinese,Continental,Pizzas,Biryani,Bakery","Marol Maroshi Road, Andheri East, Mumbai",1
4172,372527,Pune,Meeraki Chinese,500.0,2.9,80,Chinese,"Kothrud, Kothrud, Pune",1
4173,372536,Hyderabad,Hungry Burger,400.0,2.9,80,Chinese,"Ameerpet, Ameerpet, Hyderabad",1
4174,372550,Pune,Akkags T.R Sharma Shegoan Kachori Center,200.0,2.9,80,Street Food,"Shivaji Nagar, Narayan Peth, Pune",1
4175,372562,Kolkata,Gupta Brother And Sisters,300.0,4.3,100,"Bengali,Indian,Combo","Ruby Area, Kasba, Kolkata",1
4176,372603,Delhi,The Dineroom,900.0,4.6,20,"Chinese,Indian,Salads,South Indian,Desserts","Club Road, Ramesh Nagar, Delhi",1
4177,372612,Delhi,Curry Mantra,800.0,2.9,80,"Chinese,Italian,Indian","Rohini, Rohini, Delhi",1
4178,372669,Chennai,Fipola Grill House,700.0,3.3,100,"Grill,Seafood,Arabian","T Nagar, T. Nagar, Chennai",1
4179,372861,Mumbai,Fryeo,600.0,2.9,80,"Beverages,Ice Cream,Continental","Ghatkopar Vikhroli, Ghatkopar, Mumbai",1
4180,372902,Bangalore,The Sugar Free Keto Kafe - By Artinci,400.0,4.7,50,"Ice Cream,Healthy Food,Keto,Desserts,Snacks,Beverages,Bakery","Domlur, Domlur, Bangalore",1
4181,372994,Chennai,Lassi Shop - Kolathur,400.0,4.2,100,"Ice Cream,Beverages,Snacks","Perambur, Ponniammanmedu, Chennai",1
4182,373000,Delhi,Currchi,800.0,4.1,100,"Chinese,North Indian,Pastas","Punjabi Bagh, Ramesh Nagar, Delhi",1
4183,373099,Bangalore,Butter Delivery,1200.0,2.9,80,"North Indian,Tandoor,Punjabi","2Nd Ub City, Central Bangalore, Bangalore",2
4184,373104,Surat,Delhi Ke Mashoor Chole Bhature,300.0,3.7,50,North Indian,"Varachha, Patel Nagar, Surat",1
4185,373277,Mumbai,Shahi Restaurant,1000.0,3.5,20,"Chinese,North Indian,Tandoor","Ghatkopar Vikhroli, Ghatkopar West, Mumbai",2
4186,373280,Pune,Rang De Basanti,1200.0,2.9,80,Indian,"Aundh, Aundh, Pune",2
4187,373312,Kolkata,Wok For Life,600.0,2.9,80,"Chinese,Combo,Desserts,Beverages","Jadavpur, Jodhpur Park, Kolkata",1
4188,373344,Mumbai,Cibo 29,1000.0,2.9,80,Fast Food  Pizzas  Pastas  Beverages  Desserts,"Near Vikrant Circle  Ghatkopar East, Ghatkopar East, Mumbai",2
4189,373466,Bangalore,Chotu Motu Vadapavwala,200.0,2.9,80,"Fast Food,Beverages","Basavanagudi, Basavanagudi, Bangalore",1
4190,373468,Bangalore,Kudla - Hotel Ramanashree,3000.0,2.9,80,"Mangalorean,Seafood,South Indian,Desserts","Central Bangalore, Sampangi Rama Nagar, Bangalore",3
4191,373510,Mumbai,The Unique Family Restaurant,500.0,4.4,20,North Indian  Tandoor  Chinese  Seafood  Biryani,"Chembur, Chembur, Mumbai",1
4192,373563,Pune,Ori Story - Chinese & Oriental,600.0,2.9,80,"Chinese,Oriental,Fast Food,Combo","Kalyani Nagar, Kalyani Nagar, Pune",1
4193,373731,Bangalore,Grand Foodies Restaurant,440.0,2.9,80,"Street Food,Indian,Chinese,Biryani","Central Bangalore, Central Bangalore, Bangalore",1
4194,373737,Hyderabad,Viyaala Vaari Vindhu,600.0,4.0,50,South Indian,"Kothapet & Dilsukhnagar, Kothapet, Hyderabad",1
4195,373756,Bangalore,Chaska,400.0,2.9,80,"Fast Food,Snacks,Beverages","Basaveshwaranagar, Rajajinagar, Bangalore",1
4196,373836,Mumbai,The Mexican Box,1600.0,3.8,20,Mexican,"Scruz Bandra East, Bandra Area, Mumbai",2
4197,373963,Kolkata,Pocket Meal 99,400.0,3.8,1000,"North Indian,Biryani,Mughlai,Bengali,Snacks","Alipore, Bhowanipore, Kolkata",1
4198,373986,Kolkata,Krazee Kulcha,800.0,4.0,20,Indian,"Bidhannagar, Bidhannagar, Kolkata",1
4199,374027,Pune,New Aswad Gomantak,400.0,2.9,80,"Indian,Seafood,Biryani,Thalis","Kothrud, Kothrud, Pune",1
4200,374028,Bangalore,The Cafe Bar - Jayanagar,500.0,2.9,80,"Beverages,European,Combo","Jayanagar, Jayanagar, Bangalore",1
4201,374107,Mumbai,Sushiya,800.0,2.9,80,Sushi,"Scruz Bandra East, Santacruz East, Mumbai",1
4202,374113,Chennai,Taste Of Italy,600.0,4.3,20,Italian-American,"Annanagar, Anna Nagar, Chennai",1
4203,374134,Chennai,Bread And Chocolate,600.0,4.6,100,"Bakery,Desserts,Fast Food,Snacks","Alwarpet, Alwarpet, Chennai",1
4204,374165,Pune,Billion Burger,400.0,4.3,20,"Fast Food,American","Kothrud, Kothrud, Pune",1
4205,374173,Chennai,Burmese Cafe,560.0,3.9,50,"Indian,Chinese,Burmese","Nungambakkam, Nungambakkam, Chennai",1
4206,374208,Mumbai,Jamie Oliver'S Diner,1000.0,2.9,80,"Fast Food,American","Kurla, Kurla, Mumbai",2
4207,374213,Surat,The Bungalow Cafe,600.0,4.7,20,"Snacks,Fast Food","Piplod, Vesu, Surat",1
4208,374315,Mumbai,Falafel'S,1200.0,4.2,100,Lebanese,"Sanabil Banquets Hall, Marol Maroshi Road, Mumbai",2
4209,374317,Mumbai,General Tsos Kitchen,1200.0,2.9,80,"Chinese,Thai,Asian","Sanabil Banquets Hall, Marol Maroshi Road, Mumbai",2
4210,374318,Mumbai,El Jefe'S Mexicana,1200.0,2.9,80,Mexican,"Sanabil Banquets Hall, Marol Maroshi Road, Mumbai",2
4211,374351,Bangalore,Haagen Dazs,1200.0,4.4,20,Ice Cream,"Phoenix Arcade, Central Bangalore, Bangalore",2
4212,374368,Chennai,Italian Kings Park,700.0,2.9,80,"Italian,Snacks","Perambur, Kodungaiyur, Chennai",1
4213,374402,Pune,Butter Brews - Koregaon Park,1200.0,2.9,80,"European,Continental","Kalyani Nagar, Koregaon Park, Pune",2
4214,374517,Mumbai,Cafe Jethwa Food Corner,600.0,2.9,80,"Continental,Beverages","Ghatkopar Vikhroli, Ghatkopar East, Mumbai",1
4215,374531,Ahmedabad,Jumboking Indian Burger,800.0,4.0,50,Fast Food,"Navrangpura, Ellisbridge, Ahmedabad",1
4216,374548,Mumbai,Hot N Spice,800.0,2.9,80,"Chinese,Indian,Thalis,Combo","Chembur, Chembur, Mumbai",1
4217,374615,Mumbai,Ammu'S Kitchen,1000.0,2.9,80,Chinese  Biryani  Indian  Tandoor  Desserts,"Ghatkopar Vikhroli, Vikhroli West, Mumbai",2
4218,374649,Surat,Jani Locho & Khaman House,600.0,4.3,100,"North Indian,Indian,Gujarati,Snacks,Fast Food,Street Food","Adajan, L.P.Savani, Surat",1
4219,374840,Mumbai,Hotel Rudra,500.0,2.9,80,Chinese,"Kurla, Kurla, Mumbai",1
4220,374962,Delhi,Mr Crust Bakers,800.0,4.5,100,"Bakery,Desserts","Rajouri Garden, Rajouri Garden, Delhi",1
4221,375044,Ahmedabad,Karim'S Restaurant,1000.0,2.9,80,"Indian,Tandoor","Laldarwaja, Sarkhej Road, Ahmedabad",2
4222,375119,Kolkata,New Madras Tiffin,500.0,4.4,100,"South Indian,Beverages","Burrabazar, Shyam Bazar, Kolkata",1
4223,375137,Mumbai,Kusum Rolls,400.0,3.8,50,Indian,"Marol Naka, Andheri East, Mumbai",1
4224,375219,Kolkata,Om Snacks Center,600.0,2.9,80,"Chinese,Tandoor,Indian","Central Kolkata, Entally, Kolkata",1
4225,375297,Mumbai,La Petit Boulangerie,800.0,4.5,20,Bakery  Desserts,"Prabhat Colony  Santacruz East., Santacruz West, Mumbai",1
4226,375321,Pune,Hotel Bismillah,600.0,4.2,50,North Indian,"Camp, Bhawani Peth, Pune",1
4227,375322,Pune,Hotel Shamiaana,600.0,2.9,80,North Indian,"Camp, Bhawani Peth, Pune",1
4228,375326,Pune,Hotel Zamzam,600.0,4.1,20,"North Indian,Chinese","Camp, Bhawani Peth, Pune",1
4229,375329,Pune,Hotel New Star,600.0,2.9,80,North Indian,"Camp, Bhawani Peth, Pune",1
4230,375337,Pune,Hotel Buff Special,600.0,4.5,20,North Indian,"Camp, Bhawani Peth, Pune",1
4231,375382,Bangalore,Artinci - Indulge Guilt Free!,400.0,4.7,50,"Ice Cream,Healthy Food,Keto,Desserts,Snacks,Beverages,Bakery","Domlur, Indiranagar, Bangalore",1
4232,375404,Chennai,Shero Home - Sambar Poriyal & Rasam,700.0,4.1,50,"South Indian,Home Food,Healthy Food,Desserts","Madhavaram - Manali, Kodungaiyur, Chennai",1
4233,375485,Chennai,Thirsty Inc.,500.0,2.9,80,"Beverages,Juices","Mylapore, Mylapore, Chennai",1
4234,375491,Surat,Firangi Zayka,300.0,2.9,80,Fast Food,"Piplod, Piplod, Surat",1
4235,375544,Kolkata,Bhooter Raja Dilo Bor,1600.0,4.2,100,Bengali,"Salt Lake, Bidhannagar, Kolkata",2
4236,375576,Pune,Hotel Maharashtra,600.0,4.1,20,North Indian,"Camp, Bhawani Peth, Pune",1
4237,375592,Chennai,Erode Amman Mess,600.0,4.3,1000,"North Indian,South Indian,Biryani","Annanagar, Anna Nagar, Chennai",1
4238,375593,Ahmedabad,The American Eatery | Superdonuts,1200.0,4.5,50,"American,Desserts,Beverages","Navrangpura, Gulbai Tekra, Ahmedabad",2
4239,375637,Kolkata,House Of Dimsums,1300.0,3.8,20,"Chinese,Thai","Central Kolkata, Ballygunge, Kolkata",2
4240,375657,Chennai,Yummioza Chinese Restaurant,600.0,2.9,80,Chinese,"Vadapalani, Vadapalani, Chennai",1
4241,375674,Bangalore,Indus Spice House [Ish],1400.0,2.9,80,North Indian,"Koramangala, Koramangala, Bangalore",2
4242,375675,Kolkata,Tea Time,400.0,4.5,50,Beverages,"South Kolkata, Kalighat, Kolkata",1
4243,375676,Kolkata,Marbella'S,1600.0,4.3,50,"Continental,American,Italian,Beverages,Desserts,Healthy Food","Central Kolkata, Bhowanipore, Kolkata",2
4244,375733,Pune,Diamond Restaurant,600.0,2.9,80,North Indian,"Magarpatta, Magarpatta, Pune",1
4245,375750,Hyderabad,Js Fast Food,500.0,2.9,80,"North Indian,Indian,Snacks,Beverages","Tolichowki, Mehdipatnam, Hyderabad",1
4246,375753,Pune,Zatka Misal,600.0,2.9,80,"South Indian,Beverages","Kothrud, Kothrud, Pune",1
4247,375776,Chennai,Biggies Burger,600.0,4.1,100,"Fast Food,Beverages,American","Annanagar, Anna Nagar, Chennai",1
4248,375783,Pune,Greedy Momos,200.0,4.0,20,"Chinese,Fast Food,Snacks,Beverages","Shivaji Nagar, Deccan Gymkhana, Pune",1
4249,375792,Ahmedabad,Best Omlet,400.0,2.9,80,"Street Food,Snacks","Naroda, Kuber Nagar, Ahmedabad",1
4250,375828,Surat,K S Verandah,1600.0,4.5,20,"Pan-Asian,Continental,Punjabi,North Indian","Piplod, New Magdalla, Surat",2
4251,375855,Kolkata,Slay Coffee,400.0,4.3,100,"Beverages,Desserts","Sector V, Sector V Salt Lake, Kolkata",1
4252,375881,Mumbai,T3 Tasty Treat Town Family Restaurant,800.0,2.9,80,"Biryani,Tandoor,Indian,North Indian","Pestom Sagar Road No-4, Ghatkopar East, Mumbai",1
4253,375941,Kolkata,Namak,1600.0,4.2,100,"North Indian,Chinese,Oriental,Italian,Biryani,Kebabs,Healthy Food,Desserts,Beverages","Salt Lake, Bidhannagar, Kolkata",2
4254,375945,Bangalore,Brown Burger Co.,600.0,4.4,20,"American,Fast Food,Beverages,Pizzas,Snacks,Juices,Desserts","Koramangala, Koramangala, Bangalore",1
4255,375967,Mumbai,Olive Pizzeria,1600.0,2.9,80,"Pizzas,Fast Food,Italian","Scruz Bandra East, Bkc, Mumbai",2
4256,375985,Surat,Food Adda,300.0,4.0,100,"Pizzas,Mexican,Chinese,Fast Food,Combo","Adajan, Narotam Nagar, Surat",1
4257,375997,Delhi,Artinci - Indulge Guilt Free!,400.0,4.4,50,"Ice Cream,Healthy Food,Keto,Desserts,Snacks,Beverages,Bakery","Rohini, Rohini, Delhi",1
4258,376009,Bangalore,Renuka Foods,600.0,2.9,80,"Indian,Biryani,Chinese","Frazer Town, Frazer Town, Bangalore",1
4259,376069,Chennai,The Chinese Mealbox (Cmb),600.0,4.0,100,Chinese,"Vadapalani, Annamalai Colony, Chennai",1
4260,376099,Chennai,Kerala Kitchen,400.0,4.0,100,"South Indian,Chinese","Annanagar, Anna Nagar, Chennai",1
4261,376140,Kolkata,Kapoor Pind Dhabaa,600.0,4.1,20,"Indian,Chinese,Desserts,Beverages,Biryani","Bhawanipore, Bhowanipore, Kolkata",1
4262,376161,Chennai,Chinese Wox,600.0,4.6,100,Chinese,"Annanagar, Anna Nagar, Chennai",1
4263,376168,Delhi,White Cub,400.0,2.9,80,Ice Cream,"Rajouri Garden, Rajouri Garden, Delhi",1
4264,376188,Surat,Hello Shake,600.0,2.9,80,"Beverages,Juices,Snacks","Adajan, Dahin Nagar, Surat",1
4265,376190,Chennai,Madurai Military Hotel,600.0,4.2,100,"South Indian,Biryani","Annanagar, Anna Nagar, Chennai",1
4266,376202,Chennai,Bangkok Bae,600.0,4.4,50,"Asian,Thai","Annanagar, Anna Nagar, Chennai",1
4267,376239,Mumbai,Merwans Cake Stop,800.0,4.5,500,"Bakery,Desserts","Scruz Bandra East, Santacruz East, Mumbai",1
4268,376240,Kolkata,Sabka Club,1000.0,2.9,80,"Continental,Italian,North Indian","Central Kolkata, Topsia, Kolkata",2
4269,376244,Mumbai,Good Flippin' Burgers,1200.0,4.6,100,"American,Fast Food","Scruz Bandra East, Bandra Kurla Complex, Mumbai",2
4270,376260,Chennai,Junior Kuppanna,800.0,4.1,1000,"Biryani,South Indian,North Indian","Nungambakkam, Nungambakkam, Chennai",1
